code_station;y;ECO_2016;ECO_2017;ECO_2018;BIO_2016;BIO_2017;BIO_2018;PC_2016;PC_2017;PC_2018;CHI_2016;CHI_2017;CHI_2018
05086050;6371570;3;3;U;U;U;U;3;3;2;U;U;U
05086100;6370360;U;U;U;U;U;U;2;2;2;U;U;U
05086150;6369850;U;3;U;U;U;U;2;3;3;U;U;U
05086220;6368230;3;3;U;U;U;U;3;3;3;U;U;U
05086250;6368350;3;3;U;U;U;U;5;5;5;2;2;2
05086260;6362990;4;4;U;4;4;U;2;2;3;2;2;2
05086270;6366870;3;3;U;3;3;U;2;2;2;U;U;U
05086280;6368240;3;2;U;3;2;U;2;2;2;2;2;2
05086300;6368600;3;3;U;U;U;U;3;3;3;U;U;U
05086350;6369300;3;3;U;U;U;U;3;3;3;U;U;U
05086900;6377340;U;U;U;U;U;U;2;2;2;U;U;U
05087000;6377840;3;3;U;3;3;U;2;2;2;2;2;5
05087400;6380950;3;3;U;2;3;U;1;2;2;5;2;2
05087880;6382330;4;4;U;4;4;U;2;3;2;U;U;U
05088050;6388280;2;2;U;U;U;U;1;2;1;U;U;U
05088120;6379180;3;3;U;3;3;U;2;2;2;2;2;5
05088130;6384610;2;3;U;2;3;U;2;1;1;2;2;2
05088139;6389120;U;U;U;U;U;U;2;1;2;U;U;U
05088150;6379080;U;U;U;U;U;U;2;2;2;U;U;U
05088300;6379090;U;3;U;U;U;U;2;3;2;U;U;U
05088380;6376960;3;3;U;U;U;U;4;4;1;U;U;U
05088382;6377070;2;3;U;2;2;U;2;3;2;2;2;2
05088400;6380420;3;3;U;3;3;U;2;2;2;2;2;5
05088433;6376450;2;2;U;1;1;U;2;2;2;2;2;2
05088440;6379400;3;3;U;U;U;U;4;4;2;U;U;U
05088450;6380700;3;3;U;3;3;U;2;2;2;2;2;2
05088470;6392740;3;2;U;U;U;U;3;2;2;U;U;U
05088475;6395240;U;U;U;U;U;U;2;2;2;U;U;U
05088480;6397410;2;2;U;U;U;U;2;2;2;U;U;U
05088490;6375150;2;2;U;1;1;U;2;2;2;2;2;2
05088500;6378180;3;3;U;U;U;U;5;5;2;U;U;U
05089000;6376160;3;3;U;3;3;U;2;2;2;2;2;5
05089030;6377030;U;3;U;U;U;U;2;3;2;U;U;U
05089040;6375230;U;3;U;U;U;U;2;3;2;U;U;U
05089042;6373970;U;3;U;U;U;U;2;3;2;U;U;U
05089050;6373410;3;3;U;3;3;U;2;2;2;U;U;U
05089060;6377200;3;3;U;1;2;U;3;3;3;U;U;U
05089080;6386780;2;2;U;2;2;U;2;2;2;2;2;U
05089088;6372610;U;U;U;U;U;U;2;2;1;U;U;U
05089090;6383910;2;2;U;2;2;U;2;2;4;2;2;2
05089490;6377380;U;3;U;U;U;U;2;3;2;U;U;U
05089500;6376910;U;U;U;U;U;U;2;2;2;U;U;U
05089900;6378880;U;3;U;U;U;U;2;3;2;U;U;U
05089950;6379200;3;3;U;U;U;U;4;4;1;U;U;U
05089990;6379720;2;2;U;2;2;U;2;2;1;U;U;U
05090000;6379640;3;4;U;3;4;U;2;2;2;5;2;2
05090020;6381190;U;U;U;U;U;U;2;2;2;U;U;U
05090050;6380350;3;4;U;3;4;U;2;2;2;U;U;U
05090065;6409560;2;2;U;2;2;U;2;2;2;U;U;U
05090067;6413650;U;2;U;U;U;U;U;2;1;U;U;U
05090078;6390390;U;3;U;U;U;U;2;3;3;U;U;U
05090110;6384610;U;3;U;U;U;U;2;3;2;U;U;U
05090120;6386270;3;3;U;U;U;U;3;3;2;U;U;U
05090150;6386810;3;3;U;U;U;U;3;3;2;U;U;U
05090170;6388890;3;3;U;U;U;U;3;3;1;U;U;U
05090200;6390200;U;3;U;U;U;U;2;3;2;U;U;U
05090205;6390540;2;2;U;U;U;U;2;2;2;U;U;U
05090600;6388220;U;3;U;U;U;U;2;3;2;U;U;U
05091000;6388240;3;3;U;3;3;U;2;2;2;2;2;2
05091020;6389260;2;2;U;2;1;U;2;2;2;U;U;U
05091033;6410270;3;3;U;U;U;U;3;5;5;U;U;U
05091050;6393290;U;U;U;U;U;U;1;1;1;U;U;U
05091054;6398320;2;2;U;U;U;U;2;2;2;U;U;U
05091061;6397450;2;2;U;U;U;U;2;2;2;U;U;U
05091063;6396720;3;3;U;1;2;U;4;4;2;U;U;U
05091065;6398220;3;3;U;U;U;U;3;3;2;U;U;U
05091066;6398310;3;3;U;U;U;U;5;5;5;U;U;U
05091070;6389780;3;3;U;3;3;U;2;3;2;U;U;U
05091076;6393000;U;U;U;U;U;U;2;2;4;U;U;U
05091080;6390220;U;3;U;U;U;U;2;3;3;U;U;U
05091085;6390230;U;3;U;U;U;U;1;3;1;U;U;U
05091090;6391170;2;3;U;2;2;U;2;3;2;2;2;U
05091150;6393870;2;2;U;U;U;U;1;1;1;U;U;U
05091180;6394960;U;U;U;U;U;U;2;2;1;U;U;U
05091200;6395970;U;U;U;U;U;U;2;2;1;U;U;U
05091210;6394960;2;2;U;1;2;U;2;2;2;U;U;U
05091215;6401450;2;2;U;U;U;U;1;2;2;U;U;U
05091225;6406870;2;2;U;U;U;U;2;2;2;U;U;U
05091228;6407890;U;3;U;U;U;U;U;3;3;U;U;U
05091229;6408170;U;2;U;U;U;U;U;2;2;U;U;U
05091230;6409560;3;3;U;U;U;U;4;4;3;U;U;U
05091231;6409860;3;3;U;U;U;U;4;4;5;U;U;U
05091232;6410220;3;3;U;U;U;U;3;5;5;U;U;U
05091235;6407780;2;2;U;1;1;U;2;2;2;U;U;U
05091275;6399320;2;2;U;2;2;U;2;2;2;2;U;U
05091280;6395740;U;3;U;U;U;U;1;3;1;U;U;U
05091282;6403040;2;2;U;U;U;U;2;2;2;U;U;U
05091290;6407590;3;2;U;U;U;U;3;2;2;U;U;U
05091300;6396220;U;U;U;U;U;U;2;2;1;U;U;U
05091313;6396430;U;2;U;U;U;U;U;2;2;U;U;U
05091400;6398200;2;2;U;U;U;U;2;2;2;2;2;U
05091450;6399370;2;2;U;1;1;U;2;2;2;2;2;2
05091480;6401600;U;2;U;U;U;U;U;2;2;U;U;U
05091500;6403640;2;2;U;U;U;U;2;2;2;U;U;U
05091520;6404040;2;2;U;2;2;U;2;2;1;2;2;U
05091540;6405730;2;3;U;2;3;U;2;3;2;2;U;U
05091542;6409590;2;2;U;U;U;U;2;2;2;U;U;U
05091545;6408360;U;2;U;U;U;U;U;2;2;U;U;U
05091550;6406240;2;2;U;U;U;U;2;2;2;U;U;U
05091553;6405590;2;2;U;U;U;U;2;2;2;U;U;U
05091555;6413320;2;2;U;U;U;U;2;2;2;U;U;U
05091559;6404720;2;2;U;U;U;U;2;2;2;U;U;U
05091560;6409680;2;3;U;2;3;U;2;2;2;2;2;2
05091575;6412630;2;2;U;U;U;U;1;1;1;U;U;U
05091590;6411210;2;2;U;U;U;U;2;2;2;U;U;U
05091592;6409370;2;2;U;U;U;U;2;2;2;U;U;U
05091600;6398650;4;4;U;4;4;U;2;2;2;U;U;U
05091640;6399080;2;2;U;U;U;U;2;2;2;U;U;U
05091670;6398240;2;2;U;2;2;U;2;2;U;U;U;U
05091685;6400720;2;2;U;U;U;U;2;2;2;U;U;U
05091695;6401880;2;2;U;U;U;U;2;1;2;2;U;U
05091705;6404090;2;2;U;U;U;U;2;2;2;2;U;U
05091715;6407660;2;2;U;U;U;U;2;2;2;U;U;U
05091725;6398240;3;2;U;3;2;U;2;2;2;U;U;U
05091750;6398660;3;3;U;3;3;U;2;2;U;U;U;U
05091760;6399740;2;2;U;1;2;U;2;2;2;U;U;U
05091763;6400690;U;3;U;U;U;U;U;3;3;U;U;U
05091764;6400860;U;3;U;U;U;U;U;4;4;U;U;U
05091765;6402400;2;2;U;U;U;U;2;2;2;U;U;U
05092000;6375390;2;3;U;2;3;U;1;1;1;U;U;U
05092050;6374670;U;U;U;U;U;U;2;1;1;U;U;U
05092060;6374450;3;3;U;3;3;U;1;1;2;U;U;U
05092070;6374930;U;U;U;U;U;U;1;2;1;U;U;U
05092100;6376610;U;U;U;U;U;U;2;1;1;U;U;U
05092200;6380570;3;3;U;3;3;U;2;2;2;2;2;2
05092800;6383070;U;U;U;U;U;U;2;2;2;U;U;U
05092975;6379830;2;2;U;2;2;U;2;2;2;U;U;U
05092980;6378780;3;2;U;3;2;U;2;2;2;U;U;U
05093000;6386940;3;3;U;3;3;U;2;2;2;2;2;2
05093300;6386230;2;2;U;2;2;U;2;2;2;5;2;2
05093550;6385460;5;5;U;5;5;U;4;4;5;5;5;5
05093600;6383710;2;2;U;U;U;U;2;2;2;U;U;U
05093700;6379860;3;3;U;3;3;U;2;3;3;U;U;U
05093750;6384150;3;3;U;3;3;U;2;2;2;U;U;U
05094000;6384780;2;2;U;U;U;U;2;2;2;U;U;U
05094810;6387680;3;3;U;3;3;U;2;2;1;2;2;2
05094820;6388580;3;3;U;3;3;U;2;2;2;5;5;5
05094825;6388880;2;3;U;2;3;U;2;2;2;U;U;U
05094880;6391840;2;2;U;2;2;U;2;2;2;U;U;U
05095000;6392750;2;3;U;2;3;U;2;2;2;2;2;2
05095100;6376970;2;2;U;2;2;U;2;2;2;U;U;U
05095110;6373850;3;3;U;2;3;U;3;3;3;U;U;U
05095120;6375150;2;2;U;2;1;U;2;2;2;U;U;U
05095150;6379840;2;2;U;2;2;U;2;2;2;U;U;U
05095160;6378210;2;2;U;2;2;U;2;2;2;U;U;U
05095170;6383760;3;3;U;3;3;U;2;2;2;U;U;U
05095305;6397000;2;2;U;2;2;U;2;2;2;2;2;U
05095980;6392740;3;3;U;3;3;U;2;2;2;2;2;U
05095985;6390330;3;3;U;3;3;U;2;2;2;2;2;U
05095995;6393530;2;1;U;1;1;U;2;1;1;U;U;U
05096000;6394620;2;2;U;2;2;U;2;2;2;2;2;2
05096010;6397840;2;2;U;2;2;U;2;2;1;U;U;U
05096030;6394730;2;2;U;2;2;U;2;1;2;U;U;U
05096050;6398550;2;2;U;2;2;U;2;2;1;2;2;2
05096060;6401350;2;2;U;2;2;U;2;1;1;U;U;U
05096080;6402960;2;2;U;2;2;U;2;2;2;U;U;U
05096085;6407410;2;2;U;2;2;U;2;2;2;2;2;U
05096090;6412740;2;2;U;2;2;U;2;2;2;U;U;U
05096100;6414280;2;2;U;2;2;U;2;2;2;2;2;U
05096355;6427160;U;2;U;U;2;U;U;2;2;U;U;U
05096360;6421820;2;3;U;2;3;U;2;2;1;2;2;U
05096365;6431920;U;3;U;U;1;U;U;4;4;U;U;U
05096370;6422580;3;3;U;3;2;U;4;4;2;U;U;U
05096400;6429250;2;2;U;2;2;U;2;2;2;2;2;2
05096407;6436430;U;2;U;U;1;U;U;2;2;U;U;U
05096410;6413060;2;2;U;1;1;U;2;2;2;2;2;U
05096445;6419040;3;3;U;2;2;U;3;3;2;U;U;U
05096450;6420480;2;2;U;2;2;U;2;2;2;U;U;U
05096480;6431590;2;2;U;2;2;U;2;2;2;U;U;U
05096490;6432030;3;3;U;U;3;U;5;4;4;U;U;U
05096805;6414420;2;2;U;1;2;U;2;2;2;2;2;U
05096810;6414260;3;3;U;3;3;U;2;3;3;2;2;2
05096815;6402630;2;2;U;1;1;U;2;2;2;U;U;U
05096850;6392380;3;3;U;3;3;U;3;3;3;2;2;U
05096995;6436120;U;3;U;U;2;U;U;5;5;U;U;U
05097000;6435780;3;3;U;3;3;U;4;4;4;2;5;2
05097200;6436720;3;3;U;3;3;U;2;2;3;2;2;2
05097280;6436950;3;4;U;3;4;U;2;2;2;U;U;U
05097281;6436000;U;2;U;U;U;U;U;2;3;U;U;U
05097500;6439790;4;4;U;4;4;U;2;2;3;2;2;2
05097510;6440560;4;4;U;4;4;U;3;3;3;U;U;U
05097550;6440040;3;3;U;3;3;U;5;5;3;U;U;U
05097650;6440610;U;3;U;U;1;U;U;3;3;U;U;U
05097750;6431630;3;2;U;3;2;U;2;2;2;2;2;2
05097760;6428700;U;3;U;U;2;U;U;4;4;U;U;U
05097800;6420760;3;3;U;3;3;U;2;3;2;2;2;2
05097860;6410480;2;2;U;2;2;U;2;2;2;2;2;2
05097900;6408360;3;3;U;3;3;U;3;3;3;5;2;5
05098000;6407460;2;2;U;2;2;U;2;2;2;U;U;U
05098020;6405900;3;3;U;3;3;U;U;U;U;U;U;U
05098800;6399120;2;2;U;2;2;U;2;2;2;2;2;U
05098850;6402520;3;3;U;3;3;U;1;1;2;2;2;2
05099000;6393700;2;2;U;2;2;U;2;2;2;2;2;2
05099120;6387660;2;2;U;2;2;U;1;1;1;U;U;U
05099150;6381350;2;2;U;1;2;U;2;2;2;2;2;U
05099170;6381270;2;2;U;2;2;U;1;1;1;2;2;2
05099300;6375080;3;3;U;3;3;U;4;3;4;U;U;U
05099450;6371350;2;3;U;U;U;U;2;2;2;2;2;2
05099980;6370850;2;2;U;2;2;U;2;2;2;U;U;U
05100000;6371610;3;3;U;3;3;U;2;3;2;2;2;2
05100080;6373940;2;2;U;2;2;U;2;2;2;U;U;U
05101000;6376960;3;3;U;3;3;U;2;2;2;2;2;2
05101200;6381470;3;3;U;2;2;U;3;3;2;U;U;U
05101350;6383480;3;2;U;3;1;U;2;2;2;U;U;U
05101400;6385240;3;2;U;2;2;U;4;1;2;U;U;U
05101405;6388340;3;3;U;3;3;U;2;2;2;U;U;U
05101420;6394130;3;3;U;3;3;U;2;2;2;2;2;2
05101500;6393230;2;2;U;2;2;U;2;2;2;U;U;U
05101600;6376880;3;3;U;2;3;U;2;2;2;2;2;2
05101700;6376090;2;2;U;1;2;U;2;2;2;U;U;U
05101900;6377130;2;2;U;1;1;U;2;2;2;U;U;U
05102000;6375850;4;3;U;4;3;U;2;2;1;2;2;2
05102010;6375690;2;2;U;2;2;U;2;2;2;U;U;U
05102030;6375540;2;2;U;1;1;U;2;2;2;U;U;U
05102100;6378420;3;3;U;2;3;U;2;2;2;2;2;2
05102120;6380090;U;2;U;U;2;U;U;U;U;U;U;U
05102150;6381400;2;2;U;1;1;U;2;2;2;U;U;U
05103000;6380200;3;3;U;2;2;U;2;2;2;5;5;5
05103990;6359570;5;5;U;5;5;U;4;4;4;2;5;2
05104000;6358050;3;3;U;3;3;U;2;2;3;5;5;2
05104315;6354660;5;5;U;5;5;U;4;3;3;U;U;U
05104320;6354680;4;3;U;4;3;U;3;2;2;U;U;U
05104325;6354430;U;U;U;U;U;U;U;1;2;U;U;U
05104500;6351140;3;3;U;3;3;U;2;2;2;2;2;2
05104900;6343060;4;4;U;4;4;U;2;2;2;5;5;U
05105000;6341210;3;3;U;3;3;U;2;2;2;5;2;5
05105200;6339640;3;3;U;U;U;U;3;3;3;U;U;U
05105800;6325380;3;3;U;2;2;U;2;3;2;2;2;2
05105950;6315860;4;4;U;4;4;U;4;4;3;2;2;2
05106000;6315600;3;3;U;3;3;U;3;3;2;2;2;5
05106200;6301180;3;3;U;U;U;U;3;3;3;2;2;2
05106240;6295170;2;2;U;1;1;U;2;2;2;2;2;2
05106245;6283690;4;4;U;4;4;U;4;4;3;2;2;U
05106310;6281570;3;3;U;3;3;U;3;2;2;2;2;2
05106330;6282040;3;3;U;3;3;U;3;3;3;U;U;U
05106350;6273800;3;3;U;3;3;U;2;2;2;2;5;2
05106400;6262900;3;3;U;U;U;U;3;3;3;2;2;U
05106430;6258220;4;3;U;4;2;U;5;5;5;2;2;U
05106500;6327110;3;3;U;2;2;U;4;4;4;2;2;2
05106520;6321470;5;5;U;5;5;U;2;2;2;U;U;2
05106600;6300130;3;3;U;2;3;U;4;5;4;2;2;2
05106650;6280260;3;3;U;U;U;U;3;3;3;U;U;U
05106700;6330880;2;2;U;U;U;U;2;2;3;U;U;U
05106750;6325340;4;4;U;4;4;U;3;4;5;2;2;2
05106760;6321060;5;4;U;5;4;U;3;3;4;2;2;U
05106820;6328660;3;3;U;3;2;U;3;2;2;2;2;2
05106850;6323920;3;3;U;3;3;U;3;3;3;2;2;2
05106855;6323960;4;4;U;4;4;U;2;2;2;2;2;2
05106900;6313310;5;4;U;5;4;U;3;3;3;2;2;2
05106950;6299750;4;3;U;4;U;U;3;3;3;U;U;U
05107000;6342310;3;4;U;3;4;U;2;2;2;2;2;2
05108000;6326650;3;3;U;3;3;U;2;2;2;2;2;2
05108050;6319830;3;3;U;2;3;U;4;4;4;2;2;2
05108100;6312810;3;3;U;2;2;U;4;4;4;2;2;2
05108145;6307920;4;4;U;4;4;U;3;4;4;2;2;2
05108150;6307760;3;3;U;U;U;U;3;3;3;2;2;2
05108180;6300420;5;5;U;5;5;U;3;3;3;2;2;2
05108190;6302130;3;3;U;2;2;U;4;3;4;2;2;U
05108195;6290350;4;4;U;4;4;U;3;2;3;2;2;U
05108200;6295116;3;3;U;3;3;U;3;3;3;2;2;2
05109000;6287760;4;3;U;4;3;U;2;3;2;5;5;2
05109001;6286840;U;2;U;U;U;U;U;2;2;U;U;2
05109010;6280010;2;3;U;U;U;U;2;3;2;2;5;2
05109020;6279915;3;3;U;3;3;U;2;2;2;2;2;2
05109900;6249580;2;2;U;2;2;U;2;2;2;2;2;2
05110000;6247690;3;3;U;2;2;U;2;2;2;5;2;2
05111000;6239620;3;3;U;1;1;U;2;2;2;2;2;2
05111005;6237370;U;2;U;U;U;U;U;2;2;U;U;U
05111039;6232360;2;2;U;1;1;U;2;2;2;U;2;5
05111040;6230110;3;3;U;1;1;U;3;3;3;U;U;U
05111100;6227890;2;2;U;1;1;U;2;2;2;5;5;U
05111300;6271970;2;3;U;2;3;U;2;2;2;U;U;U
05111340;6262790;3;3;U;3;3;U;2;2;2;2;2;2
05111350;6250400;2;2;U;U;U;U;2;2;2;U;U;U
05111360;6244180;2;2;U;1;1;U;2;2;2;2;2;U
05111370;6244290;3;3;U;2;3;U;2;3;3;2;2;2
05111390;6260630;3;2;U;2;2;U;2;2;2;2;2;2
05111400;6253340;3;3;U;U;U;U;2;2;2;5;5;U
05111450;6249930;3;3;U;U;U;U;2;2;2;5;5;U
05111500;6353390;3;3;U;3;3;U;2;2;3;2;2;2
05111530;6355100;4;4;U;4;4;U;3;3;2;2;2;2
05111550;6352420;3;4;U;3;4;U;3;3;3;2;2;U
05111595;6350010;U;U;U;U;U;U;U;1;2;U;U;U
05111600;6342320;3;3;U;3;3;U;2;2;2;U;U;U
05111602;6341850;3;3;U;3;3;U;2;2;2;U;U;U
05111608;6333630;4;4;U;4;4;U;3;3;3;2;2;2
05111610;6333210;5;5;U;5;5;U;2;2;2;2;2;U
05111620;6323330;3;4;U;3;4;U;3;3;3;2;2;2
05111635;6350890;2;2;U;2;2;U;2;2;2;U;U;U
05111650;6357040;4;4;U;4;4;U;3;3;3;2;2;2
05111900;6349210;2;2;U;U;U;U;2;2;2;U;U;U
05111940;6347660;3;3;U;U;U;U;3;3;3;U;U;U
05111950;6348410;4;4;U;4;4;U;3;4;5;2;2;2
05111960;6350950;U;3;U;U;3;U;U;U;3;U;U;U
05112000;6348360;2;3;U;2;3;U;2;2;2;U;U;U
05112150;6348250;3;3;U;U;U;U;3;3;3;U;U;U
05112170;6352500;2;2;U;U;U;U;2;2;2;U;U;U
05112210;6345010;5;3;U;5;3;U;5;3;3;2;2;U
05113000;6343380;3;3;U;3;3;U;2;3;2;2;2;2
05114000;6338240;4;4;U;4;4;U;2;2;2;5;2;2
05114400;6323850;5;5;U;5;5;U;3;2;2;U;U;U
05114490;6315320;5;5;U;5;5;U;3;3;3;2;2;U
05114500;6316530;3;3;U;3;3;U;3;3;2;U;U;U
05114750;6307730;3;3;U;3;3;U;U;U;U;U;U;U
05114800;6304360;4;4;U;4;4;U;3;3;2;U;U;U
05114820;6302700;5;4;U;5;4;U;5;4;4;U;U;U
05114910;6303020;3;3;U;3;3;U;3;2;3;U;U;U
05115000;6293850;2;3;U;2;3;U;2;3;3;2;2;2
05115150;6282180;3;3;U;3;3;U;3;3;3;2;2;2
05115185;6278080;3;3;U;3;3;U;2;2;3;2;2;U
05115200;6278820;2;3;U;1;3;U;2;2;2;2;2;U
05115350;6264970;3;2;U;U;U;U;3;2;2;2;2;2
05115550;6250690;2;2;U;2;2;U;2;2;2;2;2;2
05115600;6245810;2;2;U;2;2;U;1;1;2;2;2;2
05115950;6343880;2;3;U;2;2;U;2;3;2;2;5;2
05116050;6351860;2;2;U;2;2;U;2;2;2;2;5;2
05116055;6352720;5;5;U;5;5;U;3;3;3;U;U;U
05116070;6356340;2;2;U;2;2;U;2;2;2;U;U;U
05116080;6357890;2;3;U;U;U;U;2;3;3;U;U;U
05116100;6345990;3;3;U;3;3;U;2;2;2;2;2;2
05116500;6360100;2;2;U;1;1;U;2;2;2;U;U;U
05116530;6342450;3;3;U;3;3;U;2;2;2;U;U;U
05116532;6342070;5;5;U;5;5;U;2;4;4;U;U;2
05116600;6336780;2;3;U;2;2;U;2;2;3;2;2;2
05116650;6314810;4;4;U;4;4;U;3;3;3;2;2;5
05116990;6340970;U;U;U;U;U;U;U;1;1;U;U;U
05117000;6338460;3;3;U;3;3;U;2;3;2;2;2;2
05117100;6338160;2;3;U;U;U;U;2;3;3;U;U;U
05117110;6336920;3;3;U;U;U;U;3;3;3;2;2;U
05117430;6339320;3;3;U;3;3;U;2;2;2;2;2;2
05117450;6342700;4;4;U;4;4;U;2;2;2;2;2;U
05117500;6343170;3;3;U;3;3;U;2;2;2;2;2;2
05117530;6347550;2;2;U;2;2;U;2;2;2;U;U;U
05117540;6346510;2;2;U;U;U;U;2;2;2;U;U;U
05117580;6355500;3;2;U;1;1;U;2;2;2;2;2;2
05117605;6362040;U;U;U;U;U;U;2;2;2;U;U;U
05118000;6329250;3;3;U;3;3;U;2;2;2;5;2;2
05118700;6304290;3;3;U;2;3;U;2;2;2;5;2;5
05118703;6302200;3;3;U;3;3;U;3;3;4;U;U;U
05118705;6301760;3;4;U;3;4;U;3;4;4;2;2;2
05118707;6293570;3;3;U;3;3;U;2;2;2;2;2;2
05118710;6285090;2;2;U;2;2;U;2;2;2;U;U;U
05118750;6258780;2;2;U;1;U;U;2;2;2;U;U;U
05118760;6252390;4;4;U;4;4;U;3;3;3;2;2;2
05118785;6253560;2;2;U;1;1;U;2;2;2;2;2;2
05118790;6249390;2;2;U;U;U;U;2;1;1;U;U;U
05118795;6246580;2;2;U;U;U;U;2;2;2;U;U;U
05118840;6335540;U;U;U;U;U;U;U;2;3;U;U;U
05118880;6334780;3;3;U;3;3;U;2;2;2;U;U;U
05118893;6322160;4;4;U;4;4;U;3;4;3;2;2;2
05118900;6329390;3;3;U;3;3;U;3;3;2;2;2;2
05118930;6336040;5;5;U;5;5;U;2;2;2;U;U;U
05118950;6334520;3;3;U;3;3;U;2;3;2;2;2;2
05118990;6335280;U;U;U;U;U;U;U;2;2;U;U;U
05119000;6334310;3;3;U;3;3;U;2;3;3;5;2;2
05119030;6336140;5;5;U;5;5;U;4;5;4;U;U;U
05119040;6339280;4;3;U;4;3;U;2;2;2;2;2;2
05119050;6339160;2;3;U;2;3;U;2;3;2;2;2;2
05119056;6340490;4;4;U;4;4;U;2;3;4;U;U;U
05119065;6350300;4;4;U;4;4;U;4;4;4;2;2;2
05119067;6352550;4;4;U;4;4;U;5;5;5;U;U;U
05119068;6352630;2;2;U;U;U;U;2;2;3;U;U;U
05119070;6343400;4;4;U;4;4;U;2;3;3;U;U;U
05119080;6343790;2;2;U;2;2;U;2;2;2;U;U;U
05119100;6353710;U;3;U;2;3;U;U;U;U;U;U;U
05119105;6356160;2;2;U;2;2;U;2;2;2;U;U;U
05119120;6333460;3;3;U;U;U;U;4;5;4;U;U;U
05119125;6327120;3;3;U;U;U;U;4;4;4;U;U;U
05119750;6333760;4;4;U;4;4;U;2;2;2;2;2;2
05119902;6332400;5;5;U;5;5;U;3;3;3;U;U;U
05119990;6328840;2;3;U;U;U;U;2;3;3;U;U;U
05120000;6332920;3;3;U;3;3;U;2;2;2;2;2;2
05120005;6332940;4;3;U;4;3;U;4;4;4;2;2;2
05120010;6336660;4;4;U;4;4;U;2;2;2;2;2;2
05120011;6337500;U;3;U;U;U;U;U;3;3;U;U;5
05120013;6343270;2;2;U;2;2;U;2;2;2;U;U;U
05120015;6345340;3;3;U;2;2;U;5;4;4;U;U;U
05120016;6342550;3;3;U;2;2;U;3;3;2;U;U;U
05120017;6333430;3;3;U;U;U;U;4;3;4;U;U;U
05120018;6332220;3;3;U;U;U;U;3;3;4;U;U;U
05120019;6333030;3;3;U;U;U;U;5;5;5;U;U;U
05120020;6334640;3;3;U;3;3;U;2;2;2;2;2;2
05120021;6335680;U;2;U;U;U;U;U;2;2;U;U;U
05120022;6349720;3;3;U;3;3;U;U;U;U;U;U;U
05120025;6331820;3;3;U;3;3;U;2;2;3;U;U;U
05120027;6332330;3;3;U;U;U;U;3;3;3;U;U;U
05120032;6331400;3;3;U;U;U;U;3;3;3;U;U;U
05120035;6333660;3;3;U;U;U;U;3;3;3;U;U;U
05120040;6325920;4;4;U;4;4;U;2;2;3;U;U;U
05120050;6328880;2;2;U;2;2;U;2;2;2;2;2;2
05120070;6331510;3;3;U;3;3;U;2;2;2;U;U;U
05120085;6320080;3;3;U;3;3;U;2;2;2;2;2;2
05120090;6324370;4;3;U;4;3;U;3;3;4;U;U;U
05120091;6321330;2;2;U;2;2;U;2;2;2;2;2;2
05120092;6321150;3;3;U;3;3;U;2;2;2;U;U;U
05120095;6322270;5;5;U;5;5;U;4;4;3;U;U;U
05120100;6323090;5;4;U;5;4;U;4;2;2;2;2;2
05120130;6351300;2;2;U;2;2;U;2;2;2;U;U;U
05120143;6343110;3;2;U;3;2;U;2;2;2;U;U;U
05120150;6341030;3;2;U;3;2;U;3;2;2;U;U;U
05120194;6323880;3;2;U;3;2;U;2;2;2;U;U;U
05120850;6329530;3;3;U;3;3;U;2;2;2;U;U;U
05121000;6337400;3;3;U;3;3;U;2;2;2;2;2;2
05121320;6348760;4;4;U;4;4;U;2;2;2;U;U;U
05121350;6347640;2;3;U;2;3;U;2;2;2;2;2;2
05121400;6343120;2;2;U;2;1;U;2;2;2;U;U;U
05121500;6339340;2;2;U;U;U;U;2;2;2;U;U;U
05122000;6337360;3;3;U;3;3;U;2;2;2;2;2;2
05122300;6331720;2;2;U;U;U;U;2;2;2;U;U;U
05122400;6330580;2;2;U;U;U;U;2;2;2;U;U;U
05122700;6330460;3;2;U;U;U;U;3;2;2;U;U;U
05122720;6327970;5;5;U;5;5;U;2;2;2;2;2;2
05122850;6332030;3;3;U;3;3;U;2;2;3;2;2;2
05122895;6331720;2;2;U;2;2;U;2;2;2;2;5;2
05122900;6332190;2;2;U;U;U;U;2;2;2;U;U;U
05122948;6333250;2;2;U;U;U;U;2;2;2;U;U;U
05122950;6332530;4;4;U;4;4;U;2;2;2;2;2;2
05122952;6332230;2;2;U;U;U;U;2;2;2;U;U;U
05123000;6330360;3;3;U;3;3;U;3;3;3;2;2;2
05123950;6328990;3;3;U;3;3;U;4;4;4;2;2;2
05123954;6324600;U;5;U;U;5;U;U;U;U;U;U;U
05123955;6324550;U;5;U;U;5;U;U;U;U;U;U;U
05124000;6328760;3;3;U;3;3;U;2;2;2;2;2;2
05124050;6329240;3;3;U;3;3;U;2;2;2;2;2;2
05124055;6330410;2;3;U;U;U;U;2;3;3;U;U;U
05124190;6327730;2;2;U;2;2;U;2;2;2;2;2;2
05124200;6326180;3;3;U;3;3;U;2;2;2;U;U;U
05124250;6325930;5;5;U;5;5;U;2;2;2;2;2;2
05124270;6330160;2;3;U;2;3;U;2;3;3;2;2;2
05124282;6348430;2;2;U;1;1;U;2;2;2;U;U;U
05124285;6341300;2;2;U;1;1;U;2;2;2;U;U;U
05124940;6338030;3;3;U;3;3;U;2;2;3;U;U;U
05125000;6342260;3;3;U;3;3;U;3;3;3;2;2;2
05125050;6344000;2;3;U;2;3;U;2;2;2;U;U;U
