code_station;y;ECO_2016;ECO_2017;ECO_2018;BIO_2016;BIO_2017;BIO_2018;PC_2016;PC_2017;PC_2018;CHI_2016;CHI_2017;CHI_2018
05167850;6213010;2;2;U;1;1;U;U;U;U;U;U;U
05167950;6216290;2;2;U;2;2;U;2;2;2;2;2;2
05168000;6210610;3;3;U;2;3;U;3;3;3;2;2;U
05168100;6200200;2;2;U;2;2;U;1;1;1;2;2;2
05168500;6209370;2;2;U;1;1;U;2;2;2;U;U;U
05168600;6204280;3;3;U;2;3;U;3;3;3;U;U;U
05169000;6206660;2;2;U;2;2;U;1;1;1;2;2;2
05169050;6202560;2;1;U;2;1;U;1;1;1;U;U;U
05169990;6239760;3;3;U;3;3;U;2;2;2;U;U;U
05170000;6238630;3;3;U;3;3;U;2;2;2;2;2;2
05170100;6237170;3;3;U;3;3;U;4;4;4;2;2;2
05170750;6237320;2;2;U;2;2;U;2;2;2;U;U;U
05170800;6214010;3;3;U;3;3;U;3;3;3;U;U;U
05170900;6232610;2;2;U;2;2;U;2;2;2;2;2;2
05170950;6223230;3;3;U;U;U;U;3;3;3;U;U;U
05171900;6217360;2;2;U;2;2;U;2;2;2;2;2;2
05172000;6213540;2;2;U;2;2;U;2;1;1;U;U;U
05172220;6207900;1;2;U;1;2;U;1;1;1;U;U;U
05172350;6203340;4;2;U;4;1;U;1;1;1;2;2;2
05172600;6208240;2;2;U;U;U;U;1;1;1;U;U;U
05172800;6200420;2;2;U;2;2;U;1;1;1;2;2;2
05172900;6201680;1;2;U;1;2;U;1;1;1;U;U;U
05172920;6205740;2;2;U;2;2;U;1;1;1;U;U;U
05172950;6196390;1;1;U;1;1;U;1;1;1;U;U;U
05173100;6195180;1;1;U;1;1;U;1;1;1;U;U;U
05173150;6191520;1;1;U;1;1;U;1;1;1;U;U;U
05173180;6191740;1;1;U;1;1;U;1;1;1;U;U;U
05173200;6182470;1;1;U;1;1;U;1;1;1;U;U;U
05173250;6183760;1;1;U;1;1;U;1;1;1;U;U;U
05173260;6184150;2;2;U;U;U;U;1;1;1;U;U;U
05173270;6180910;1;1;U;1;1;U;1;1;1;U;U;U
05173280;6179980;1;1;U;1;1;U;1;1;1;U;U;U
05173300;6172920;3;U;U;3;2;U;U;U;U;U;U;U
05173350;6186950;2;1;U;1;1;U;1;1;1;2;5;2
05173400;6182810;3;3;U;3;3;U;1;1;1;2;2;2
05173420;6180630;1;1;U;1;1;U;1;1;1;U;U;U
05173450;6176980;1;2;U;1;2;U;1;1;1;U;U;U
05174000;6269450;3;3;U;3;3;U;3;3;3;2;2;2
05174001;6268750;U;3;U;U;U;U;U;3;2;U;2;2
05175000;6259320;3;3;U;3;2;U;2;3;3;2;2;2
05175010;6256930;4;4;U;4;4;U;3;3;3;2;2;2
05175100;6246670;2;3;U;2;3;U;2;2;2;2;2;2
05175200;6243340;2;3;U;2;3;U;2;2;2;U;U;U
05175300;6235530;2;2;U;U;U;U;2;2;2;U;U;U
05175350;6228830;2;2;U;1;1;U;2;1;2;2;2;2
05175400;6263540;3;3;U;2;2;U;3;3;3;2;2;2
05175800;6248020;2;2;U;2;2;U;2;2;2;2;2;2
05176000;6241560;3;3;U;3;3;U;2;2;3;U;U;U
05176050;6237480;2;2;U;1;1;U;2;2;2;U;U;U
05176090;6228130;2;3;U;2;3;U;2;2;2;U;U;U
05176100;6224430;2;3;U;2;3;U;2;2;2;2;2;2
05176130;6227130;2;2;U;1;2;U;2;2;2;U;U;U
05176150;6221890;2;2;U;2;2;U;1;1;1;2;2;2
05176160;6218030;2;2;U;2;2;U;2;2;2;U;U;U
05176170;6217680;2;2;U;2;2;U;1;1;1;U;U;U
05176200;6245070;3;3;U;2;3;U;3;3;3;2;2;2
05176225;6238050;3;3;U;2;3;U;2;3;4;2;2;2
05176230;6239750;U;U;U;U;U;U;1;2;2;2;2;2
05176850;6231930;2;2;U;2;2;U;2;2;2;2;2;2
05176900;6217840;2;2;U;2;2;U;1;1;2;U;U;U
05177000;6235740;3;4;U;3;4;U;2;2;2;2;2;2
05177600;6232602;3;3;U;2;2;U;3;3;2;U;U;U
05178000;6230860;2;2;U;2;2;U;1;1;1;2;2;2
05178200;6222650;2;2;U;2;2;U;1;1;2;2;2;2
05178800;6222110;1;1;U;1;1;U;1;1;1;U;U;U
05178850;6211330;2;2;U;2;2;U;2;2;1;2;2;2
05178900;6216380;2;2;U;2;2;U;2;2;2;U;U;U
05179000;6217310;2;2;U;2;2;U;1;1;1;2;2;2
05179500;6211420;2;2;U;1;1;U;1;1;1;5;2;2
05179750;6205060;1;1;U;1;1;U;1;1;1;U;U;U
05180210;6198640;1;1;U;1;1;U;1;1;1;U;U;U
05180220;6199550;1;1;U;1;1;U;1;1;1;U;U;U
05180290;6210170;1;1;U;1;1;U;1;1;1;2;2;2
05180295;6208060;2;2;U;2;2;U;1;1;1;2;2;2
05180550;6201260;2;2;U;2;2;U;1;1;1;2;2;2
05180700;6187680;2;2;U;1;1;U;1;1;1;2;2;2
05180800;6197700;1;1;U;1;1;U;1;1;1;U;U;U
05180820;6194210;1;1;U;1;1;U;1;1;1;U;U;U
05180850;6185160;2;2;U;2;2;U;1;1;1;2;2;2
05180900;6231220;2;2;U;2;2;U;1;1;2;2;2;2
05181000;6224090;2;2;U;2;2;U;1;1;2;2;2;2
05181100;6220950;1;2;U;1;2;U;1;1;1;U;U;U
05181130;6219800;2;2;U;2;2;U;1;1;1;U;U;U
05181200;6211820;2;2;U;2;2;U;1;1;1;2;2;2
05181600;6204450;3;3;U;2;2;U;1;1;1;2;2;2
05181700;6225210;2;2;U;1;1;U;2;2;2;U;U;U
05181800;6224760;2;2;U;2;2;U;1;1;1;2;2;2
05181801;6224000;U;2;U;U;U;U;U;1;2;U;U;2
05181900;6226930;1;2;U;1;1;U;1;2;2;U;U;U
05182050;6221530;2;2;U;U;U;U;1;1;1;U;U;U
05182200;6223570;2;2;U;1;1;U;2;2;2;2;2;2
05182950;6219450;U;2;U;U;U;U;U;1;1;U;U;U
05183000;6222480;2;2;U;2;2;U;1;1;1;2;2;2
05183290;6216290;1;1;U;1;1;U;1;1;1;U;U;U
05183300;6215870;2;2;U;U;U;U;1;1;1;2;2;2
05183480;6227150;2;2;U;U;U;U;2;2;2;U;U;U
05183500;6208280;1;1;U;1;1;U;1;1;1;U;U;U
05183520;6202250;1;1;U;1;1;U;1;1;1;U;U;U
05183530;6194400;2;2;U;1;2;U;2;2;2;U;U;U
05183600;6198840;1;1;U;1;1;U;1;1;1;U;U;U
05183620;6195830;1;1;U;1;1;U;1;1;1;U;U;U
05183710;6192840;1;1;U;1;1;U;1;1;1;U;U;U
05183848;6217240;1;1;U;1;1;U;1;1;2;U;U;U
05183850;6216100;1;1;U;1;1;U;1;1;1;U;U;U
05183860;6210310;1;1;U;1;1;U;1;1;1;U;U;U
05183862;6206830;2;2;U;1;1;U;2;2;2;U;U;U
05183900;6207280;2;2;U;1;1;U;1;1;1;5;5;2
05183910;6204710;1;1;U;1;1;U;1;1;1;U;U;U
05183920;6204310;1;1;U;1;1;U;1;1;1;U;U;U
05183930;6197780;2;2;U;2;2;U;1;1;1;2;2;2
05183935;6191310;1;2;U;1;U;U;1;1;1;U;U;U
05183939;6190580;2;2;U;1;1;U;2;2;1;2;2;2
05183940;6188990;1;1;U;1;1;U;1;1;1;U;U;U
05183970;6198000;1;1;U;1;1;U;1;1;1;U;U;U
05184000;6197080;3;3;U;3;3;U;1;1;1;2;2;2
05184200;6484240;3;3;U;U;U;U;5;5;5;U;U;U
05184250;6474210;3;U;U;1;1;U;5;U;2;U;U;U
05184300;6484480;4;5;U;4;5;U;4;5;5;U;U;U
05184350;6471070;U;4;U;U;4;U;U;3;4;U;U;U
05184500;6461840;U;4;U;2;4;U;U;4;4;U;U;U
05184700;6456990;4;4;U;4;4;U;4;5;5;U;U;U
05184710;6455630;3;4;U;3;4;U;5;5;5;U;U;U
05184900;6446630;3;3;U;3;3;U;4;5;5;2;2;2
05187500;6464720;5;5;U;5;5;U;U;U;U;U;U;U
05189000;6427960;3;3;U;U;U;U;4;4;4;2;2;2
05189001;6424220;U;2;U;U;U;U;U;2;4;U;2;2
05189005;6442700;3;3;U;U;U;U;5;5;4;U;U;U
05190800;6403170;3;3;U;3;3;U;U;U;U;U;U;U
05191000;6399940;2;2;U;2;2;U;2;1;2;5;2;2
05191100;6401570;2;2;U;U;U;U;2;2;2;U;U;U
05191150;6400180;3;3;U;3;2;U;4;4;4;2;2;2
05191180;6402310;3;2;U;2;2;U;4;2;2;2;2;2
05191200;6397310;2;2;U;2;2;U;2;1;2;U;U;U
05191400;6388980;3;3;U;3;3;U;U;U;U;U;U;U
05191450;6386170;3;3;U;3;3;U;U;U;U;U;U;U
05191600;6386640;3;3;U;3;3;U;U;U;U;U;U;U
05191800;6384710;4;5;U;4;5;U;4;3;4;2;2;2
05191900;6381860;2;2;U;2;2;U;2;2;2;2;2;2
05191930;6381160;3;3;U;3;3;U;U;U;U;U;U;U
05192008;6375140;2;2;U;2;2;U;2;2;2;U;U;U
05192014;6370810;3;3;U;3;3;U;2;2;2;2;2;2
05192018;6362390;3;2;U;1;1;U;3;2;2;2;2;2
05192020;6356870;3;3;U;3;3;U;2;2;2;U;U;U
05192024;6367370;2;2;U;1;2;U;2;2;2;2;2;2
05192040;6346470;3;2;U;2;2;U;4;2;2;U;U;U
05192050;6368670;2;2;U;2;2;U;2;2;4;2;2;2
05192060;6366910;2;2;U;U;U;U;2;2;2;U;U;U
05192063;6367000;2;2;U;2;2;U;2;2;2;2;2;2
05192100;6356770;2;2;U;2;2;U;2;2;2;2;5;2
05192150;6357360;2;2;U;2;2;U;2;2;2;2;2;2
05192155;6358080;3;3;U;3;3;U;2;2;2;U;U;U
05192200;6336540;3;3;U;3;3;U;2;2;2;U;U;U
05192300;6339060;4;4;U;4;4;U;3;2;3;2;2;2
05192305;6354760;2;2;U;1;2;U;2;2;2;U;U;U
05192315;6337530;3;3;U;3;3;U;2;1;1;2;2;2
05192317;6337460;3;3;U;3;3;U;U;U;U;U;U;U
05192318;6337200;2;2;U;1;1;U;2;2;2;2;2;2
05192320;6336800;2;3;U;2;3;U;2;2;2;2;2;2
05196800;6319520;3;3;U;U;U;U;3;3;3;U;U;U
05196910;6319190;2;2;U;2;2;U;2;2;2;U;U;U
05197000;6318530;2;3;U;2;3;U;2;3;3;2;2;2
05197010;6318340;3;4;U;3;4;U;3;3;3;U;U;U
05197100;6305520;2;2;U;2;2;U;2;2;2;U;U;U
05197200;6306690;3;3;U;3;3;U;2;2;2;2;2;2
05197205;6305690;2;2;U;2;2;U;1;1;1;U;U;U
05197220;6306960;2;2;U;2;2;U;2;2;2;U;U;U
05197500;6293170;5;5;U;5;5;U;3;3;3;U;U;U
05197550;6294160;4;4;U;4;4;U;2;2;2;U;U;U
05197600;6293500;3;3;U;3;3;U;2;2;2;U;U;U
05197900;6285850;4;4;U;4;4;U;4;4;4;U;U;U
05198600;6275230;5;5;U;5;5;U;2;2;2;2;2;2
05198750;6264900;3;3;U;3;3;U;2;2;2;5;5;5
05198770;6264170;3;3;U;3;3;U;2;2;2;U;U;U
05199000;6262860;3;3;U;3;3;U;2;2;2;U;U;U
05199100;6261630;2;3;U;2;3;U;2;2;2;U;U;U
05199120;6260200;3;3;U;3;3;U;3;2;2;U;U;U
05199150;6255940;2;2;U;U;U;U;1;1;1;U;U;U
05199200;6255460;2;2;U;U;U;U;2;2;2;U;U;U
05199250;6250840;1;1;U;1;1;U;1;1;1;U;U;U
05199450;6247150;2;3;U;2;3;U;2;2;2;U;U;U
05199600;6245990;3;3;U;2;2;U;2;2;2;2;2;2
05199700;6242850;3;2;U;3;2;U;2;2;2;U;U;U
05199750;6241680;2;2;U;2;2;U;2;2;2;U;U;U
05199800;6250680;2;2;U;2;2;U;2;2;2;5;5;2
05200050;6239350;2;2;U;2;2;U;2;2;2;2;2;2
05200080;6234320;2;2;U;U;U;U;1;1;1;U;U;U
05200100;6239280;U;2;U;U;U;U;U;1;1;U;U;U
05200110;6239540;U;2;U;U;U;U;U;2;2;U;U;U
05200115;6238780;2;2;U;2;2;U;1;1;1;U;U;U
05200118;6231690;U;2;U;U;U;U;U;1;1;U;U;U
05200120;6235530;U;2;U;U;U;U;U;1;1;U;U;U
05200135;6231880;2;2;U;1;1;U;2;2;2;U;U;U
05200140;6230550;1;2;U;1;1;U;1;2;2;U;U;U
05200150;6226900;U;2;U;U;U;U;U;1;1;U;U;U
05200190;6272650;2;2;U;2;2;U;2;2;2;U;U;U
05200200;6276070;2;2;U;U;U;U;2;2;2;2;2;2
05200300;6272080;3;4;U;3;4;U;3;3;3;U;U;U
05201000;6274350;4;4;U;4;4;U;2;2;2;U;U;U
05201020;6273450;3;4;U;U;4;U;3;2;2;U;U;U
05201025;6269760;3;3;U;3;3;U;2;2;2;U;U;U
05201028;6270410;3;3;U;3;3;U;5;2;4;U;U;U
05201030;6271640;4;4;U;4;4;U;2;2;2;U;U;U
05201050;6264090;3;3;U;3;3;U;2;2;2;2;2;2
05201055;6256980;3;3;U;3;3;U;2;2;2;2;2;2
05201057;6255160;2;2;U;1;1;U;2;2;2;U;U;U
05201060;6250490;2;3;U;2;3;U;2;2;2;U;U;U
05201400;6280190;3;3;U;3;3;U;2;2;2;2;2;2
05202000;6278770;2;3;U;2;3;U;2;2;2;2;2;2
05202150;6271750;3;3;U;3;3;U;4;4;4;2;2;2
05202160;6271860;2;2;U;2;2;U;2;2;2;U;U;U
05202950;6250340;2;2;U;2;2;U;2;2;2;2;2;2
05203050;6234900;2;2;U;1;1;U;2;2;2;U;U;U
05203058;6223110;1;1;U;1;1;U;1;1;1;U;U;U
05203060;6223820;1;1;U;1;1;U;1;1;1;U;U;U
05203950;6261560;2;2;U;1;1;U;2;2;2;U;U;U
05204000;6263030;2;2;U;2;2;U;2;2;2;2;2;2
05204100;6257940;2;2;U;U;U;U;2;2;3;U;U;U
05204200;6245890;2;2;U;U;U;U;2;2;2;U;U;U
05204700;6246680;2;2;U;U;1;U;2;2;2;U;U;U
05204850;6236960;2;2;U;1;1;U;2;2;2;U;U;U
05204880;6230980;2;2;U;1;1;U;2;2;1;U;U;U
05204920;6248130;2;2;U;2;2;U;2;2;2;U;U;U
05204960;6240160;3;2;U;3;2;U;2;2;2;U;U;U
05205000;6240050;2;2;U;1;1;U;2;2;2;2;2;U
05206000;6237740;2;2;U;2;1;U;2;2;2;2;2;2
05206180;6217470;1;1;U;1;1;U;1;1;1;U;U;U
05206200;6217880;2;2;U;1;1;U;2;2;2;U;U;U
05206500;6220620;3;2;U;3;2;U;1;1;2;U;U;U
05206750;6221700;2;3;U;2;3;U;1;1;1;2;2;2
05206880;6211340;1;1;U;1;1;U;1;1;1;U;U;U
05206900;6211050;1;1;U;1;1;U;1;1;1;U;U;U
05207000;6238870;2;2;U;2;2;U;2;2;2;2;2;2
05207001;6236060;U;2;U;U;U;U;U;2;2;U;2;2
05207030;6229570;2;2;U;1;1;U;2;2;2;U;U;U
05207040;6221390;1;1;U;1;1;U;1;1;1;U;U;U
05207050;6215160;2;2;U;2;2;U;2;1;1;U;U;U
05207060;6207510;2;1;U;2;1;U;1;1;1;U;U;U
05207070;6204700;2;2;U;1;1;U;1;1;2;5;5;U
05207150;6280270;3;3;U;3;3;U;2;2;2;5;2;2
05209000;6273170;3;3;U;3;3;U;2;2;2;5;5;2
05209500;6264460;2;2;U;2;2;U;2;2;2;2;2;2
05210000;6268290;2;3;U;2;3;U;2;2;2;2;2;2
05211500;6261500;2;2;U;2;2;U;2;2;2;U;U;U
05211550;6245770;3;3;U;3;3;U;2;2;2;2;2;2
05211600;6262090;3;3;U;3;U;U;3;3;3;U;U;U
05211650;6247210;2;2;U;2;2;U;2;2;2;2;2;U
05211900;6248630;3;4;U;3;4;U;2;2;2;2;2;2
05211920;6237940;2;3;U;2;3;U;2;2;2;2;2;U
05211930;6239780;2;2;U;2;2;U;2;2;2;2;2;U
05212000;6262810;3;3;U;3;3;U;2;2;2;2;2;2
05213000;6260620;3;3;U;3;3;U;2;2;2;2;2;U
05213100;6258870;3;4;U;3;4;U;2;2;2;2;2;5
05213120;6256740;2;3;U;2;2;U;2;3;3;2;2;U
05214000;6252750;2;2;U;2;2;U;2;2;2;2;2;U
05214100;6249570;2;2;U;1;U;U;2;2;2;U;U;U
05214120;6246940;2;2;U;2;2;U;2;2;2;U;U;U
05214200;6249600;3;3;U;1;U;U;3;3;4;U;U;U
05214310;6242410;3;3;U;3;3;U;2;2;2;U;U;U
05214320;6240000;4;4;U;4;4;U;5;5;5;2;2;U
05214600;6245170;2;2;U;1;U;U;2;2;2;U;U;U
05215100;6243960;3;2;U;3;2;U;2;2;2;2;2;2
05215120;6242040;2;2;U;1;2;U;2;2;2;U;U;U
05216130;6235270;3;3;U;3;3;U;2;2;2;2;2;2
05216135;6234340;2;2;U;1;1;U;2;2;2;U;U;U
05216140;6235170;2;2;U;2;2;U;2;2;2;2;2;2
05216150;6227690;2;3;U;2;3;U;2;2;2;5;5;U
05216210;6227690;2;2;U;2;2;U;2;2;2;2;2;2
05216230;6227650;U;U;U;U;U;U;1;1;1;U;U;U
05217140;6227130;U;3;U;U;U;U;2;5;5;U;U;U
05217149;6225030;U;U;U;U;U;U;1;1;1;U;U;U
05217150;6225570;3;3;U;1;2;U;2;2;2;2;2;2
05217160;6223130;2;1;U;1;1;U;2;1;1;U;U;U
05217170;6221660;2;2;U;U;U;U;2;2;2;U;U;U
05217300;6219190;2;2;U;U;U;U;2;2;2;U;U;U
05217310;6218940;2;2;U;1;1;U;2;2;2;2;2;U
05217350;6218040;3;3;U;3;3;U;1;1;1;2;2;U
05217400;6216710;3;3;U;2;2;U;2;2;2;2;2;U
05217600;6216090;1;1;U;1;1;U;1;1;1;U;U;U
05217800;6212050;2;2;U;1;1;U;1;1;1;2;2;U
05217820;6212520;3;3;U;U;U;U;3;3;2;U;U;U
05217900;6216200;2;2;U;U;U;U;2;2;3;U;U;U
05218000;6215600;3;2;U;2;2;U;2;2;2;2;2;2
05218250;6211270;3;3;U;2;2;U;1;1;1;5;5;5
05218450;6199880;2;2;U;2;2;U;1;1;1;2;2;U
05218460;6211690;U;U;U;2;2;U;1;1;1;U;U;U
05218500;6205540;3;3;U;3;3;U;2;2;2;5;5;2
05218520;6202260;3;3;U;U;U;U;3;3;3;U;U;U
05218525;6202230;2;2;U;2;2;U;2;1;2;U;U;U
05218550;6203350;3;U;U;U;U;U;3;U;U;U;U;U
05218560;6204770;2;2;U;2;2;U;1;1;1;U;U;U
05218620;6192070;1;1;U;1;1;U;1;1;2;U;U;U
05218630;6187190;1;1;U;1;1;U;1;1;1;U;U;U
05218700;6185820;3;3;U;3;3;U;1;1;1;2;2;2
05218850;6291560;3;3;U;3;3;U;3;3;4;2;2;2
05218980;6291900;4;4;U;4;4;U;2;2;2;2;2;U
05219000;6294740;3;3;U;3;3;U;3;3;2;2;2;2
05219001;6293770;U;3;U;U;U;U;U;3;3;U;U;2
05219170;6284310;3;3;U;3;3;U;4;4;4;2;2;U
05219600;6286580;4;5;U;4;5;U;5;4;4;2;2;2
05219900;6289740;3;3;U;3;3;U;3;2;3;2;2;U
05220000;6284080;3;3;U;3;3;U;2;2;2;2;2;2
05220190;6278580;2;3;U;2;2;U;2;2;2;2;2;2
05220200;6278110;2;3;U;1;U;U;2;3;3;U;U;U
05220850;6267340;2;3;U;1;U;U;2;3;3;U;U;U
05220920;6263170;2;2;U;2;2;U;2;2;2;2;2;U
05220950;6286650;2;3;U;2;3;U;2;2;3;2;5;2
05221400;6277280;2;3;U;1;U;U;2;3;3;U;U;U
05221500;6269190;2;2;U;1;1;U;2;2;2;U;U;U
05221600;6261650;3;3;U;3;3;U;3;3;3;2;2;2
05221650;6260980;2;3;U;2;2;U;2;3;3;U;U;U
05222000;6294950;3;3;U;3;3;U;3;3;3;2;2;2
05222980;6301670;3;3;U;3;3;U;2;1;1;2;2;2
05222995;6300950;5;4;U;5;4;U;2;3;3;U;U;U
05223000;6300910;3;3;U;3;3;U;3;3;3;2;2;U
05223130;6300960;3;3;U;3;3;U;3;3;3;2;2;2
05223145;6297000;5;5;U;5;5;U;3;4;4;2;2;2
05223148;6294790;U;3;U;U;U;U;2;3;3;2;2;2
05223160;6290420;3;3;U;U;U;U;3;3;3;2;2;2
05223170;6286870;4;4;U;4;4;U;3;3;3;2;2;2
05223210;6310860;3;2;U;2;2;U;2;2;2;2;2;2
05223240;6312400;3;2;U;2;2;U;2;2;2;2;2;2
05223250;6312580;2;2;U;2;2;U;2;2;2;2;2;2
05224000;6308450;4;4;U;4;4;U;4;4;4;2;2;2
05224100;6310640;4;4;U;4;4;U;5;5;5;5;5;5
05225000;6314510;3;3;U;2;2;U;3;3;3;2;2;2
05225080;6321850;5;5;U;5;5;U;3;3;2;2;2;2
05225085;6321920;4;4;U;4;4;U;U;U;U;U;U;U
05225090;6322100;3;3;U;3;3;U;U;U;U;U;U;U
05225095;6322200;4;4;U;4;4;U;3;3;3;2;2;2
05225100;6311290;4;4;U;4;4;U;2;2;2;2;2;2
05225300;6315820;2;2;U;2;2;U;2;2;3;2;2;5
05225320;6322710;2;2;U;2;2;U;2;2;2;2;2;U
05225340;6324300;3;3;U;2;3;U;2;3;3;2;2;U
05225350;6328680;3;3;U;3;3;U;2;1;1;2;2;U
05226000;6318890;3;3;U;3;3;U;2;2;2;2;2;2
05226030;6321490;3;4;U;3;4;U;2;2;2;2;2;2
05226050;6334730;3;3;U;3;3;U;3;2;3;2;2;2
05226102;6320330;5;3;U;5;3;U;1;2;2;2;2;U
05226150;6327970;3;3;U;3;3;U;1;1;2;5;5;U
05226500;6317240;5;4;U;5;4;U;3;3;3;5;2;2
05227000;6322000;5;4;U;5;4;U;2;2;2;2;2;2
05227150;6324170;U;2;U;U;U;U;U;2;2;U;U;U
05227220;6328280;U;2;U;U;U;U;U;2;2;U;U;U
05227228;6329600;U;3;U;U;U;U;U;3;3;U;U;U
05227240;6332860;4;4;U;4;4;U;3;2;2;2;2;2
05227260;6340385;2;2;U;1;1;U;2;2;2;U;U;U
05227290;6328880;U;3;U;U;U;U;U;3;2;U;U;U
05227350;6329200;U;2;U;U;U;U;U;2;2;U;U;U
05227450;6331780;U;2;U;U;U;U;U;2;2;U;U;U
05227550;6331510;U;2;U;U;U;U;U;2;2;U;U;U
05227950;6328640;U;3;U;U;U;U;U;3;2;U;U;U
05228000;6331780;4;4;U;4;4;U;2;2;2;2;2;2
05228010;6333440;U;3;U;U;U;U;U;3;2;U;U;U
05228030;6334070;U;2;U;U;U;U;U;2;2;U;U;U
05228060;6336820;U;2;U;U;U;U;U;1;1;U;U;U
05228080;6337310;2;2;U;2;2;U;2;2;2;U;U;U
05228082;6336980;U;3;U;U;U;U;U;3;3;U;U;U
05228084;6337160;U;3;U;U;U;U;U;3;3;U;U;U
05228100;6336663;4;4;U;4;4;U;2;2;2;U;U;U
05228250;6322770;5;5;U;5;5;U;4;5;5;U;U;U
05228280;6322580;2;2;U;2;2;U;2;2;2;2;2;2
05228290;6318850;5;5;U;5;5;U;2;2;2;U;U;U
05228340;6320940;5;5;U;5;5;U;3;3;5;U;U;U
05228350;6316890;5;5;U;5;5;U;3;3;3;U;U;U
05228500;6311740;5;5;U;5;5;U;4;4;4;2;2;2
05228600;6306090;3;3;U;U;U;U;3;3;3;2;2;2
05228800;6290280;4;3;U;4;U;U;3;4;4;U;U;U
05228900;6285360;3;3;U;U;U;U;5;3;4;U;U;U
05229000;6316720;5;5;U;5;5;U;3;2;2;2;2;2
05229050;6308090;5;5;U;5;5;U;3;3;3;2;2;2
05229100;6316680;3;3;U;3;3;U;2;2;2;2;5;2
05229120;6314660;3;3;U;3;U;U;3;3;3;2;2;2
05229121;6313320;4;4;U;4;4;U;2;2;2;2;2;2
05229122;6312340;2;2;U;U;U;U;2;2;2;2;2;2
05229123;6312160;2;2;U;U;U;U;2;2;2;2;2;2
05229125;6307920;3;2;U;2;U;U;2;2;2;2;2;2
05229130;6302160;5;5;U;5;5;U;2;2;2;2;2;2
05229133;6308240;5;5;U;5;5;U;2;2;3;U;U;U
05229135;6306620;3;3;U;3;3;U;3;3;3;U;U;U
05229140;6302650;5;3;U;5;3;U;4;4;4;2;2;2
05229145;6293240;4;4;U;4;4;U;5;5;5;2;2;2
05229148;6286710;2;2;U;2;2;U;2;2;3;U;U;U
05229160;6287540;4;4;U;4;4;U;5;5;5;2;2;2
05229200;6306420;4;4;U;4;4;U;2;2;2;2;2;2
05229225;6306350;2;3;U;2;3;U;2;2;2;U;U;U
05229250;6307550;3;4;U;3;4;U;2;2;2;5;5;2
05230000;6300800;3;3;U;3;3;U;2;2;3;2;2;5
05230010;6298920;3;3;U;3;3;U;4;3;3;2;2;2
05230020;6297400;3;3;U;3;3;U;3;3;3;U;U;U
05230080;6295400;3;3;U;3;3;U;3;3;3;2;2;2
05230200;6291130;3;3;U;3;3;U;3;3;3;2;2;2
05230300;6278580;2;2;U;1;U;U;2;2;3;U;U;U
05230500;6250730;3;3;U;3;3;U;2;2;3;2;2;2
05230600;6244085;2;2;U;1;1;U;2;2;2;U;U;U
05230990;6303090;3;4;U;3;4;U;2;2;2;2;2;2
05231050;6302600;3;3;U;3;3;U;3;2;3;2;5;5
05231070;6298670;U;3;U;U;U;U;2;3;3;2;2;2
05231090;6296390;4;4;U;4;4;U;U;U;U;U;U;U
05231150;6283780;3;3;U;U;U;U;3;3;3;2;2;2
05231300;6303050;3;3;U;3;3;U;U;U;U;U;U;U
05231370;6302670;4;3;U;4;3;U;2;2;2;2;2;2
05231390;6300990;3;3;U;3;3;U;2;2;2;U;U;U
05231430;6301530;3;3;U;3;3;U;3;3;3;U;U;U
05231450;6302320;5;5;U;5;5;U;4;4;4;2;2;2
05231500;6300830;4;4;U;4;4;U;2;2;2;2;2;2
05231555;6280230;4;4;U;4;4;U;3;3;3;2;5;2
05231600;6297490;4;4;U;4;4;U;4;4;2;5;U;U
05231650;6296990;4;4;U;4;4;U;4;3;5;2;2;2
05231700;6295760;3;3;U;3;3;U;3;2;2;U;U;U
05231800;6295940;3;3;U;3;3;U;2;3;3;2;2;2
05231850;6293650;3;4;U;3;4;U;3;3;3;5;U;U
05231870;6294020;4;4;U;4;4;U;U;U;U;U;U;U
05231900;6292900;3;3;U;3;3;U;3;3;3;2;5;2
05232000;6291710;3;3;U;3;3;U;3;2;3;5;5;2
05232001;6288440;U;2;U;U;U;U;U;2;3;U;U;U
05232200;6279690;2;3;U;2;3;U;2;2;2;2;2;2
05232210;6263750;2;2;U;1;U;U;2;2;3;U;U;U
05232220;6274020;3;3;U;3;3;U;3;3;3;U;U;U
05232250;6279400;2;2;U;2;U;U;2;2;2;U;U;U
05232290;6280480;3;3;U;3;3;U;4;5;5;U;U;U
05232300;6277410;2;2;U;1;U;U;2;2;2;U;U;U
05232350;6258100;3;3;U;3;3;U;2;2;2;2;2;2
05232980;6288130;2;3;U;2;2;U;2;2;3;5;5;2
05233000;6288950;4;4;U;4;4;U;2;3;3;2;2;2
05233100;6288550;2;3;U;2;2;U;2;2;3;2;2;2
05233150;6282380;3;3;U;U;U;U;4;4;4;2;2;U
05233500;6289770;3;4;U;3;4;U;2;2;2;2;5;2
05234000;6286980;4;4;U;4;4;U;3;3;3;2;2;2
05234002;6268970;3;3;U;3;U;U;3;3;3;2;2;2
05234003;6257240;3;3;U;3;3;U;2;3;4;U;U;U
05234004;6258790;2;2;U;2;2;U;2;2;2;2;2;U
05234005;6281670;4;3;U;4;3;U;3;3;2;2;2;2
05234006;6278190;3;2;U;3;U;U;3;2;3;2;2;2
05234007;6272580;2;2;U;2;2;U;2;2;3;U;U;U
